Timestamp,Station,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
9-28-2022,Mazgaon mumbai IITm,16.83,22.4,32.11,52.61,96.76,70.07,6.6,1.67,6.44
9-29-2022,Mazgaon mumbai IITm,NA,NA,NA,NA,NA,NA,NA,NA,NA
9-30-2022,Mazgaon mumbai IITm,7.05,10.72,3.34,40.53,42.72,46.52,5.6,1.97,22.38
10-01-2022,Mazgaon mumbai IITm,5.96,9.06,15.76,62.06,83.58,70,9.18,1.92,10.53
10-02-2022,Mazgaon mumbai IITm,3.31,5.17,17.28,37.72,61.99,58.22,8.5,1.82,6.43
10-03-2022,Mazgaon mumbai IITm,5.44,7.84,16.35,45.06,66.62,60.69,2.79,1.79,10.37
10-04-2022,Mazgaon mumbai IITm,32.74,45.29,13.81,45.83,65.02,64.48,10.31,1.94,13.83
10-05-2022,Mazgaon mumbai IITm,30.28,45.71,5.86,34.54,40.25,48.8,3.73,2.09,15.81
10-06-2022,Mazgaon mumbai IITm,25.64,40.43,14.76,44.57,60.12,54.8,6.47,2.25,7.66
10-07-2022,Mazgaon mumbai IITm,23.57,36.32,7.56,48.68,56.09,57.05,5.16,2.23,11.61
10-08-2022,Mazgaon mumbai IITm,14.27,21.88,NA,NA,NA,NA,5.86,1.93,11.04
10-09-2022,Mazgaon mumbai IITm,17.96,29.96,NA,NA,NA,NA,3.44,1.94,5.27
10-10-2022,Mazgaon mumbai IITm,28.21,39.51,NA,NA,NA,NA,3.63,2.23,9.77
10-11-2022,Mazgaon mumbai IITm,35.18,52.61,9.15,30.09,42.17,29.95,4.37,2.25,10.81
10-12-2022,Mazgaon mumbai IITm,25.1,37.63,5.22,36.75,43.88,31.77,6.49,2.28,11.6
10-13-2022,Mazgaon mumbai IITm,42.52,65.34,17.41,49.68,76.33,48.57,7.93,2.57,7.76
10-14-2022,Mazgaon mumbai IITm,36.16,70.58,12.79,38.97,56.46,53.49,9.23,2.18,12.62
10-15-2022,Mazgaon mumbai IITm,33.92,75.42,18.3,67.64,92.53,72.8,18.16,2.3,13.29
10-16-2022,Mazgaon mumbai IITm,114.32,244.68,9.36,52.04,63.3,73.17,8.35,1.95,18.14
10-17-2022,Mazgaon mumbai IITm,35.3,72.97,8.33,31.73,41.35,48.65,5.93,2.12,11.22
10-18-2022,Mazgaon mumbai IITm,26.83,41.5,17.89,31.07,50.56,44.89,5.64,2.3,9.01
10-19-2022,Mazgaon mumbai IITm,11.67,17.86,9.18,27.27,39.13,33.04,9.51,2.43,12.96
10-20-2022,Mazgaon mumbai IITm,11.88,19.34,10.22,30.16,39.25,36.24,6.23,2.26,15.79
10-21-2022,Mazgaon mumbai IITm,34.81,57.04,3.9,40.36,45.18,35.26,5.79,2.59,21.83
10-22-2022,Mazgaon mumbai IITm,43.42,78.75,2.7,34.7,38.27,35,9.12,2.18,13.27
10-23-2022,Mazgaon mumbai IITm,70.19,152.91,8.64,50.83,64.07,59.52,9.5,1.82,20.67
10-24-2022,Mazgaon mumbai IITm,100.51,173.32,10.45,50.82,64.68,62.9,17.46,1.75,36.57
10-25-2022,Mazgaon mumbai IITm,146.2,234.78,3.48,49.53,51.88,55.06,12.75,2.02,36.79
10-26-2022,Mazgaon mumbai IITm,119.76,179.91,5.72,55.94,63.09,54.8,13.18,2,28.72
10-27-2022,Mazgaon mumbai IITm,121.32,184.51,2.34,56.51,58.41,64.05,10.69,2.03,34.73
10-28-2022,Mazgaon mumbai IITm,101.07,158.02,2.54,55.14,57.61,61.84,5.63,1.96,32.51
10-29-2022,Mazgaon mumbai IITm,106.62,164.94,9.06,67.98,78.85,66.3,14.03,1.97,21.02
10-30-2022,Mazgaon mumbai IITm,88.89,141.85,1.85,52.7,53.76,55.11,8.71,1.52,30.4
10-31-2022,Mazgaon mumbai IITm,105.55,158.31,1.59,61.46,62.2,66.79,15.48,1.7,36.86
11-01-2022,Mazgaon mumbai IITm,116.12,176.44,3.99,68.91,73.15,68.46,15.72,1.73,28.56
11-02-2022,Mazgaon mumbai IITm,101.39,163.32,2.53,63.91,66.08,68.46,9.19,1.64,35.83
11-03-2022,Mazgaon mumbai IITm,87.59,133.52,3.99,70.62,74.51,64.45,13.54,1.56,28.3
11-04-2022,Mazgaon mumbai IITm,115.7,174.38,11.74,68.73,80.94,69,12.15,1.68,22.43
11-05-2022,Mazgaon mumbai IITm,110.18,173.51,8.92,57.43,68.34,61.98,16.93,1.95,34.48
11-06-2022,Mazgaon mumbai IITm,86.67,130.77,21.49,56.56,85.36,68.32,11.55,2.09,36.02
11-07-2022,Mazgaon mumbai IITm,115,167.23,24.34,67.56,95.25,74.52,13.3,2.74,36.88
11-08-2022,Mazgaon mumbai IITm,119.37,148.37,12.77,73.28,85.22,67.93,11.7,3.01,31.92
11-09-2022,Mazgaon mumbai IITm,139.24,205.06,17.99,82.74,103.7,79.53,21.48,3.61,31.39
11-10-2022,Mazgaon mumbai IITm,315.45,415.72,23.49,87.33,118.34,89.46,9.46,3.27,5.45
11-11-2022,Mazgaon mumbai IITm,NA,NA,31.93,109.01,152.2,135.88,68.35,1.62,22.41
11-12-2022,Mazgaon mumbai IITm,70.9,238.51,17.51,63.08,77.75,104.41,60.74,3.94,36.6
11-13-2022,Mazgaon mumbai IITm,93.39,140.9,37.56,75.5,117.2,133.9,71.13,4.33,44.58
11-14-2022,Mazgaon mumbai IITm,98.78,148.8,49,138.2,181.28,165.99,62.09,3.79,49.67
11-15-2022,Mazgaon mumbai IITm,112.89,156.23,113.95,183.67,279.32,210.94,78.14,2.77,43.73
11-16-2022,Mazgaon mumbai IITm,88.69,132.8,71.26,167.13,244.03,198.94,73.15,2.93,39.84
11-17-2022,Mazgaon mumbai IITm,208.29,308.96,74.65,134.47,202.93,182.22,67.92,2.28,41.43
11-18-2022,Mazgaon mumbai IITm,76.93,114.65,46.03,100.31,148.37,144.34,63.92,2.17,37.58
11-19-2022,Mazgaon mumbai IITm,119.77,193.45,67.54,135.73,182.22,145.53,69.39,2.12,38.21
11-20-2022,Mazgaon mumbai IITm,89.86,152.22,37.33,104.21,145.13,132.01,67.17,2.05,46.13
11-21-2022,Mazgaon mumbai IITm,74.74,109.78,30.43,86.6,117.73,118.19,57.35,1.99,53.15
11-22-2022,Mazgaon mumbai IITm,144.91,204.28,52.65,157.22,200.45,165.07,62.52,1.98,50.98
11-23-2022,Mazgaon mumbai IITm,93.6,130.52,62.32,152.82,219.56,191.92,68.88,1.99,42.64
11-24-2022,Mazgaon mumbai IITm,70.12,99.37,125.02,173.84,269.75,246.76,64.16,1.99,46.19
11-25-2022,Mazgaon mumbai IITm,57.66,83.76,96.46,180.66,242.7,244.57,62.65,4.14,33.66
11-26-2022,Mazgaon mumbai IITm,36.04,49.08,57.36,153.49,216.98,213.44,68.8,5.79,42.72
11-27-2022,Mazgaon mumbai IITm,46.44,65.74,51.79,132.71,198.63,188.82,63.72,6.27,47.39
11-28-2022,Mazgaon mumbai IITm,23.01,32.05,41.01,192.05,236.82,237.75,54.43,3.26,27.82
11-29-2022,Mazgaon mumbai IITm,23.49,34.44,57.93,121.86,170.42,166.35,65.61,2.9,51.44
11-30-2022,Mazgaon mumbai IITm,34.23,49.84,51.93,131.62,194.53,169.94,59.55,3.05,46.21
12-01-2022,Mazgaon mumbai IITm,21.31,31.41,28.46,119.92,148.12,146.07,59.35,2.25,54.32
12-02-2022,Mazgaon mumbai IITm,30.55,43.22,29.28,181.88,210.05,178.33,58.8,1.98,43.16
12-03-2022,Mazgaon mumbai IITm,107.2,152.05,31.83,132.79,165.44,136.17,68.74,1.35,53.56
12-04-2022,Mazgaon mumbai IITm,218.11,304.06,119.47,118.25,208.62,175.61,57.77,1.51,53.04
12-05-2022,Mazgaon mumbai IITm,194.18,280.52,48.55,129.76,173.35,144.01,63.91,2.47,46.59
12-06-2022,Mazgaon mumbai IITm,238.85,341.19,60.52,150.65,177.98,152.65,57.09,2.28,49.24
12-07-2022,Mazgaon mumbai IITm,215.14,306.71,79.76,134.64,212.99,173.36,68.87,2.31,47.53
12-08-2022,Mazgaon mumbai IITm,198.02,291.16,77.78,127.13,202.84,172.93,64.89,1.32,38.93
12-09-2022,Mazgaon mumbai IITm,139.79,211.69,47.48,105.72,125.44,120.05,63.83,0.07,50.32
12-10-2022,Mazgaon mumbai IITm,151.28,218.53,69.09,124.26,197.25,152.2,63.11,0.11,48.01
12-11-2022,Mazgaon mumbai IITm,157.09,224.3,79.48,140.02,183.18,150.24,63.26,0.3,56.97
12-12-2022,Mazgaon mumbai IITm,111.29,160.74,76.71,110.74,165.39,135.46,59.85,0.11,46.49
12-13-2022,Mazgaon mumbai IITm,80.31,117.45,50.42,98.67,147.1,119.63,64.06,0.58,23.43
12-14-2022,Mazgaon mumbai IITm,59.49,94.17,113.8,131.46,211.95,162.41,64.43,1.66,20.08
12-15-2022,Mazgaon mumbai IITm,27.35,52.29,NA,NA,NA,NA,61.6,3.11,16.3
12-16-2022,Mazgaon mumbai IITm,110.95,168.72,NA,NA,NA,NA,51.32,2.4,49.97
12-17-2022,Mazgaon mumbai IITm,106.43,166.2,NA,NA,NA,NA,62.35,2.27,44.76
12-18-2022,Mazgaon mumbai IITm,91.29,153.4,NA,NA,NA,NA,60.39,1.91,42.72
12-19-2022,Mazgaon mumbai IITm,93.16,147.52,21.37,3.23,28.74,11.22,69.65,1.8,45.21
12-20-2022,Mazgaon mumbai IITm,123.92,187.04,5.33,29.47,36.53,57.1,60.41,2.49,44.6
12-21-2022,Mazgaon mumbai IITm,156.43,225.4,18.05,34.23,61.35,66.59,57.98,3.04,47.63
12-22-2022,Mazgaon mumbai IITm,188.74,272.99,20.73,34.79,65.76,65.76,53.44,3.78,57.36
12-23-2022,Mazgaon mumbai IITm,166.78,244.85,6.17,34.58,43.01,57.48,60.13,3.61,56.53
12-24-2022,Mazgaon mumbai IITm,131.91,194.4,8.77,34.73,47.52,61.53,69.12,2.28,44.79
12-25-2022,Mazgaon mumbai IITm,154.27,219.46,9.54,39.44,53.78,68.42,61.09,2.69,54.17
12-26-2022,Mazgaon mumbai IITm,131.32,176.91,2.87,36.53,40.37,60.3,62.55,2.89,68.38
12-27-2022,Mazgaon mumbai IITm,166.47,229.19,2.66,37.53,40.8,59.48,58.69,3.75,66.04
12-28-2022,Mazgaon mumbai IITm,220.81,286.88,5.57,40.78,48.87,61.26,65.4,4.25,52.12
12-29-2022,Mazgaon mumbai IITm,215.64,285.43,29.01,44.57,87.76,73.28,66.53,5.27,20.15
12-30-2022,Mazgaon mumbai IITm,NA,NA,NA,NA,NA,NA,NA,NA,NA
12-31-2022,Mazgaon mumbai IITm,NA,NA,2.61,43.74,43.02,39.38,62.6,2.66,69.71
01-01-2023,Mazgaon mumbai IITm,,,2.395,55.45333333,54.84916667,42.57208333,49.46125,3.139583333,63.20833333
01-02-2023,Mazgaon mumbai IITm,119.6202083,181.1265972,5.031011905,66.86577381,70.66422619,45.15297619,63.22994048,0.595892857,75.38690476
01-03-2023,Mazgaon mumbai IITm,124.8153472,174.863125,7.6090625,70.3896875,78.17795139,46.47350694,63.7121875,0.444236111,59.48263889
01-04-2023,Mazgaon mumbai IITm,186.7479167,216.7483696,19.88427083,79.49267361,96.44833333,55.965625,58.59934028,0.596284722,52.19444444
01-05-2023,Mazgaon mumbai IITm,161.6419444,228.3334028,13.10180556,78.50461806,93.86965278,52.085625,60.73829861,0.748333333,48.54513889
01-06-2023,Mazgaon mumbai IITm,230.7834804,306.5011765,9.352222222,71.03472222,81.47951389,47.54,64.07027778,0.688958333,42.08333333
01-07-2023,Mazgaon mumbai IITm,127.1712302,166.5767063,6.982673611,60.32486111,67.149375,44.27055556,66.95184028,0.539618056,44.52777778
01-08-2023,Mazgaon mumbai IITm,124.8091667,168.4605208,8.868125,48.03295139,57.76677083,37.21399306,66.61170139,0.378402778,40.59722222
01-09-2023,Mazgaon mumbai IITm,98.51612319,142.3906159,7.328611111,101.7194792,108.2757986,98.32392361,77.86072464,0.484340278,51.1884058
01-10-2023,Mazgaon mumbai IITm,120.8958712,166.9710227,15.4815625,235.6517361,249.8951042,158.9620486,73.10310606,1.194236111,76.06944444
01-11-2023,Mazgaon mumbai IITm,157.5549242,183.0765079,44.78430556,301.9609028,299.7589583,201.9034028,77.46985507,1.716319444,66.34722222
01-12-2023,Mazgaon mumbai IITm,162.1807639,151.9189855,25.02590278,198.3081944,211.5871875,153.1393056,68.63861111,1.023611111,67.57986111
1-13-2023,Mazgaon mumbai IITm,188.2680208,210.0437847,19.98309028,113.5642708,139.7265625,115.2975,62.9996875,0.498923611,41.28472222
1-14-2023,Mazgaon mumbai IITm,207.4211806,235.9506597,12.14826389,140.9157986,154.794375,112.5333333,68.3084375,0.742013889,77.96527778
1-15-2023,Mazgaon mumbai IITm,163.8351736,195.3859028,25.61322917,238.3452778,242.1086458,155.0284028,66.58961806,1.276006944,74.31944444
1-16-2023,Mazgaon mumbai IITm,170.5625,210.0019792,26.32854167,228.4030903,239.8275,154.6213194,83.10024306,1.060757576,79.10507246
1-17-2023,Mazgaon mumbai IITm,216.1974653,259.4372569,36.60507246,280.5526449,265.9063406,218.4940385,77.38890152,0.371180556,83.09722222
1-18-2023,Mazgaon mumbai IITm,198.4318116,242.1856159,14.25430556,290.4975694,286.4252778,,41.494,0.8434375,79.26736111
1-19-2023,Mazgaon mumbai IITm,164.8874275,204.1527536,57.35819444,329.7752083,305.1256597,181.0262821,68.55396825,0.615173611,62.29513889
1-20-2023,Mazgaon mumbai IITm,163.5369444,202.1369792,24.28180556,244.9823958,250.9370833,168.4584028,48.48472222,0.507777778,69.25694444
1-21-2023,Mazgaon mumbai IITm,151.9311458,157.7179167,19.31076389,236.0880208,232.6476042,154.3484028,57.54615942,0.129097222,81.83680556
1-22-2023,Mazgaon mumbai IITm,97.8853125,127.5869097,1.156979167,142.7939236,132.2697917,108.8203125,63.19510417,0.059513889,95.37847222
1-23-2023,Mazgaon mumbai IITm,93.49479167,120.7747917,9.375486111,165.7790278,165.7740625,109.7416667,65.94329861,0.612361111,83.84722222
1-24-2023,Mazgaon mumbai IITm,103.1619097,130.6585069,6.075069444,114.2100347,111.5267014,72.02885417,69.87486111,1.630451389,87.63541667
1-25-2023,Mazgaon mumbai IITm,114.8862153,145.0455208,7.3409375,118.4272917,118.6022569,73.78958333,74.76208333,1.633020833,97.84722222
1-26-2023,Mazgaon mumbai IITm,129.4208681,170.8148611,6.559756944,144.3419444,144.0685764,84.686875,72.84989583,2.095486111,94.73611111
1-27-2023,Mazgaon mumbai IITm,166.1629514,196.6027083,19.8753125,209.2087847,224.7989931,125.5336806,62.51475694,2.113993056,56.74652778
1-28-2023,Mazgaon mumbai IITm,133.8501042,134.7297101,40.46208333,169.3323611,199.1671528,129.4565278,68.28227273,1.575243056,51.24305556
1-29-2023,Mazgaon mumbai IITm,69.35670139,77.24111111,20.55173611,110.7104861,130.7119097,98.92881944,65.5309375,1.464201389,59.86111111
1-30-2023,Mazgaon mumbai IITm,185.0635714,67.53390625,4.62,97.48003472,96.58399306,95.52243056,71.85716667,1.70625,85.95486111
1-31-2023,Mazgaon mumbai IITm,110.29,623.21,10.50180556,209.9161458,223.0286111,148.2284028,89.44659722,2.120173611,73.85416667
02-01-2023,Mazgaon mumbai IITm,,,11.7703125,218.7012153,225.5778125,150.3495139,67.40606481,1.905833333,60.30902778
02-02-2023,Mazgaon mumbai IITm,407.315,,6.010138889,174.0782639,176.9692361,133.3133333,82.63029167,1.654305556,85.57638889
02-03-2023,Mazgaon mumbai IITm,,,46.74166667,260.215,270.9069444,177.7664583,69.75572464,1.904930556,66.87847222
02-04-2023,Mazgaon mumbai IITm,,,41.98694444,286.1863542,288.4359375,202.8487153,86.48396825,2.113993056,77.50347222
02-05-2023,Mazgaon mumbai IITm,,,56.39958333,253.0081944,254.1977899,207.2993056,76.61186508,2.279444444,87.87847222
02-06-2023,Mazgaon mumbai IITm,,,5.381875,181.0871181,181.293125,133.2933333,56.78503968,1.987326389,115.8576389
02-07-2023,Mazgaon mumbai IITm,17.49895833,19.63697917,4.070972222,137.5180903,139.5211111,111.7414583,66.54536232,1.728125,93.32638889
02-08-2023,Mazgaon mumbai IITm,73.73705882,110.3225,48.985,311.2209722,299.3552778,198.8196875,69.61014493,2.653819444,66.84375
02-09-2023,Mazgaon mumbai IITm,316.335,366.26,59.37961806,313.4259375,297.624375,203.0470833,67.33729167,2.689965278,69.60763889
02-10-2023,Mazgaon mumbai IITm,28.65598485,89.5605303,31.57961806,208.8688889,208.59875,156.0205903,75.79965909,2.236597222,93.07638889
02-11-2023,Mazgaon mumbai IITm,33.73944444,42.405,34.93875,205.4887153,231.2699653,139.6552778,76.78075397,1.740833333,65.61111111
02-12-2023,Mazgaon mumbai IITm,44.465,54.6,252.5191667,317.8191667,396.3008333,301.9333333,12.18583333,2.996666667,12.58333333
2-13-2023,Mazgaon mumbai IITm,75.93011905,106.0018056,22.74,193.3264881,189.4892857,149.9901786,58.14015152,1.962738095,114.672619
2-14-2023,Mazgaon mumbai IITm,31.18805556,119.0632986,147.8590972,286.3198264,282.6684783,200.2848958,76.02025362,2.074479167,69.03125
2-15-2023,Mazgaon mumbai IITm,38.18815476,94.17071429,76.1775,308.7931944,312.0310145,217.1889583,82.0002193,2.446909722,81.78819444
2-16-2023,Mazgaon mumbai IITm,,,134.8285,318.8904762,126.8146667,223.8714352,78.93423611,3.100277778,69.625
2-17-2023,Mazgaon mumbai IITm,,,114.5762037,238.4010145,236.0993519,201.0269203,71.30285088,2.419097222,84.98958333
2-18-2023,Mazgaon mumbai IITm,,,43.89618056,255.8255903,253.2406597,176.9566667,97.08816667,2.157847222,85.95486111
2-19-2023,Mazgaon mumbai IITm,,,74.64899306,285.7984375,284.9182292,215.61375,67.21630435,2.284652778,66.20486111
2-20-2023,Mazgaon mumbai IITm,,,16.46802083,252.0498611,241.0351389,183.7955208,64.26878788,2.1609375,72.73611111
2-21-2023,Mazgaon mumbai IITm,,,55.25197917,244.6727778,251.3818403,203.7577778,69.61734127,2.50875,60.91319444
2-22-2023,Mazgaon mumbai IITm,,,27.29420139,153.8082639,163.6755208,141.0543403,57.32486111,2.109965278,66.48958333
2-23-2023,Mazgaon mumbai IITm,174.75,138.86,11.98079861,228.0246528,225.0107986,148.7136458,89.83517361,2.452395833,95.71875
2-24-2023,Mazgaon mumbai IITm,97.89716667,118.759,33.51427083,291.2622222,279.1227778,188.0648611,59.72875,2.806770833,78.76388889
2-25-2023,Mazgaon mumbai IITm,124.1025694,153.6046528,7.206631944,250.5147569,240.1287153,152.2640625,82.3518254,2.443472222,97.61458333
2-26-2023,Mazgaon mumbai IITm,154.4802083,181.7361458,23.71913194,258.1761806,246.5210417,165.894375,78.13872807,2.462326389,87.40277778
2-27-2023,Mazgaon mumbai IITm,141.5060069,163.2760417,20.54670139,270.2400694,268.8210764,173.3614236,75.78745833,2.370833333,80.26736111
2-28-2023,Mazgaon mumbai IITm,139.5738889,188.2567014,68.83836806,255.4503472,252.5467708,191.5460764,23.04638889,2.5478125,73.62847222
03-01-2023,Mazgaon mumbai IITm,83.73475694,186.8534028,46.83225694,281.9558333,277.4692014,194.0645833,29.45214286,2.486354167,61.80555556
03-02-2023,Mazgaon mumbai IITm,99.81434028,216.4632986,73.16010417,322.3593056,323.4394444,274.0343056,40.99090278,2.956423611,65.25694444
03-03-2023,Mazgaon mumbai IITm,113.571875,243.0937153,79.30534722,352.5563194,351.5152083,312.4839236,81.54236842,2.8228125,66.72222222
03-04-2023,Mazgaon mumbai IITm,111.4608333,238.303125,39.59777778,332.2213194,320.9321875,310.7407986,81.03369048,2.839826389,69.73611111
03-05-2023,Mazgaon mumbai IITm,127.1404514,273.8789236,57.50934028,323.6411806,311.83625,284.1568056,83.36031746,3.236944444,71.15277778
03-06-2023,Mazgaon mumbai IITm,107.5176736,246.1566319,11.81479167,219.2832639,227.24125,238.4101389,75.85241228,2.496805556,80.60763889
03-07-2023,Mazgaon mumbai IITm,48.97934028,109.9144097,4.190625,137.3857292,140.5839931,187.2875,75.15674242,2.218298611,85.0625
03-08-2023,Mazgaon mumbai IITm,55.89038194,121.5295486,5.333888889,224.8505903,229.3732292,251.1923958,85.78151515,2.460868056,87.35416667
03-09-2023,Mazgaon mumbai IITm,61.43760417,134.0484028,8.668611111,238.5217361,251.1909722,264.8282292,62.18715909,2.373888889,71.57291667
03-10-2023,Mazgaon mumbai IITm,47.16090278,106.4748958,12.33388889,200.6002778,207.3839931,220.4213194,81.13637681,2.225277778,81.26388889
03-11-2023,Mazgaon mumbai IITm,71.14493056,154.2933681,47.19472222,272.8621528,267.3374653,288.1150694,76.52912879,2.657083333,75.4375
03-12-2023,Mazgaon mumbai IITm,78.55277778,175.7753819,40.14722222,264.0405208,276.2139931,279.6359028,71.70960145,2.614722222,77.91666667
3-13-2023,Mazgaon mumbai IITm,107.8215972,228.8488889,13.29586806,291.0162153,290.4232639,295.0489236,71.48677536,2.614027778,69.94444444
3-14-2023,Mazgaon mumbai IITm,92.63149306,193.6336806,48.761875,287.6285764,280.3001042,297.9012153,87.49876812,2.64,67.11111111
3-15-2023,Mazgaon mumbai IITm,76.08364583,166.4571181,5.363090278,221.2386111,226.1221875,248.8095139,65.25173913,2.502048611,82.40625
3-16-2023,Mazgaon mumbai IITm,62.99354167,134.981875,2.933090278,123.3993403,123.8918403,170.4105903,52.34954861,2.412361111,69.53125
3-17-2023,Mazgaon mumbai IITm,43.37222222,89.68579861,4.529236111,149.8600694,153.8101389,222.6298611,67.89295455,2.572291667,60.35416667
3-18-2023,Mazgaon mumbai IITm,54.19236111,113.4651736,13.41298611,134.2426389,152.2391667,184.124375,65.31375,2.70375,56.52898551
3-19-2023,Mazgaon mumbai IITm,46.68302083,97.15892361,9.751736111,88.39472222,99.41829861,165.066875,57.20690972,2.392083333,50.55555556
3-20-2023,Mazgaon mumbai IITm,41.86364583,87.29760417,13.68454861,77.96954861,95.55861111,147.751875,65.29902778,2.482048611,50.58680556
3-21-2023,Mazgaon mumbai IITm,11.40690476,29.67,11.64642857,113.2497024,130.300119,158.5038095,53.12866667,2.474047619,31.04166667
3-22-2023,Mazgaon mumbai IITm,17.18715278,45.39861111,19.72611111,112.9629167,141.4316319,165.6387847,77.94530303,2.431631944,34.69791667
3-23-2023,Mazgaon mumbai IITm,19.26621528,47.21267361,27.63361111,101.86125,136.9153125,174.6100694,68.94689394,2.655,37.19097222
3-24-2023,Mazgaon mumbai IITm,28.79201389,68.49309028,48.43325758,105.9116667,179.45625,210.3360965,94.94583333,2.700451389,17.92045455
3-25-2023,Mazgaon mumbai IITm,31.42402778,73.98958333,9.456086957,93.76050725,105.2038768,147.3445076,73.57184028,2.646805556,49.49305556
3-26-2023,Mazgaon mumbai IITm,28.81381944,73.18829861,5.850138889,81.7296875,88.46975694,158.9556944,58.38243056,2.711041667,49.96180556
3-27-2023,Mazgaon mumbai IITm,38.425625,93.39541667,4.281909722,93.01888889,97.28541667,174.0684722,73.50186275,2.883506944,45.15625
3-28-2023,Mazgaon mumbai IITm,45.69996528,110.1181597,4.283993056,77.55444444,81.77833333,138.6482986,55.92844697,3.056284722,50.30208333
3-29-2023,Mazgaon mumbai IITm,43.37743056,102.1647917,7.687638889,77.38319444,86.40413194,149.211875,30.7124359,2.995416667,42.48263889
3-30-2023,Mazgaon mumbai IITm,26.24777778,62.35253472,4.107916667,52.63177083,56.70618056,130.419375,64.64661458,2.716805556,40.76388889
3-31-2023,Mazgaon mumbai IITm,25.338125,61.43527778,6.584965278,50.18885417,58.08291667,128.4565278,75.0475,2.891701389,32.44444444
04-01-2023,Mazgaon mumbai IITm,34.83729167,83.65215278,5.274375,59.11809028,64.71354167,147.9858681,4.69037037,2.880486111,39.70138889
04-02-2023,Mazgaon mumbai IITm,25.37138889,62.46826389,5.8371875,60.34357639,66.69795139,125.9176389,1.785364583,2.911006944,42.38888889
04-03-2023,Mazgaon mumbai IITm,23.68881944,55.14868056,7.995173611,60.49767361,70.53798611,128.6448611,1.626018519,2.8753125,34.65277778
04-04-2023,Mazgaon mumbai IITm,24.71517361,61.79180556,21.20534722,73.66954861,104.2279861,145.393125,1.621875,3.114305556,30.96527778
04-05-2023,Mazgaon mumbai IITm,26.6953125,63.51024306,8.891284722,58.00833333,69.33215278,121.0830208,1.422826087,3.188680556,36.5625
04-06-2023,Mazgaon mumbai IITm,43.69246528,105.2432986,31.92697917,94.44697917,121.7130208,169.9760069,0.823444444,3.371076389,54.14236111
04-07-2023,Mazgaon mumbai IITm,53.38826389,131.2199306,7.4121875,94.73138889,102.8207639,163.7233681,1.359583333,3.477291667,66.125
04-08-2023,Mazgaon mumbai IITm,50.093125,121.616875,21.13628472,147.7462847,161.0317014,198.2168403,1.474791667,3.691736111,61.42708333
04-09-2023,Mazgaon mumbai IITm,50.81826389,132.7975347,18.58340278,145.4841667,170.3029167,200.3738194,1.611416667,3.995659722,61.74305556
04-10-2023,Mazgaon mumbai IITm,53.83206522,129.5379348,19.84892361,102.6576736,117.7065278,171.59875,3.433492063,3.666875,66.84027778
04-11-2023,Mazgaon mumbai IITm,34.99947917,87.95881944,1.372847222,66.82288194,65.60364583,114.8137153,5.237465278,3.505138889,67.31944444
04-12-2023,Mazgaon mumbai IITm,39.98753472,99.0221875,2.680151515,77.44666667,78.37704545,145.7973485,5.2328125,3.45875,73.08680556
4-13-2023,Mazgaon mumbai IITm,41.2290625,103.6653472,4.158090278,93.12798611,96.6921875,140.9991319,5.275,3.793784722,63.74652778
4-14-2023,Mazgaon mumbai IITm,41.84090278,102.7602778,5.622847222,69.68409722,74.92916667,104.8835417,5.874097222,3.528645833,57.94791667
4-15-2023,Mazgaon mumbai IITm,37.6671875,87.68864583,25.30708333,97.12909722,125.5509375,174.2894097,5.502986111,3.506736111,31.41319444
4-16-2023,Mazgaon mumbai IITm,38.85840278,88.9646875,12.51461806,60.50357639,77.55815972,135.6641319,5.380416667,3.601215278,28.84375
4-17-2023,Mazgaon mumbai IITm,49.04260417,108.5792014,8.754962121,64.44068182,74.4855303,117.6758333,7.663402778,3.527361111,34.14236111
4-18-2023,Mazgaon mumbai IITm,43.10416667,92.0971875,13.30559028,89.86243056,107.0768056,159.4795833,4.064861111,3.520069444,56.50694444
4-19-2023,Mazgaon mumbai IITm,35.57721014,79.29550725,6.454583333,75.55725694,82.55399306,163.5903819,3.983229167,3.427465278,69.40277778
4-20-2023,Mazgaon mumbai IITm,30.81177083,68.16583333,12.89850694,21.32177083,40.70072917,226.0088542,4.676701389,3.221145833,44.75
4-21-2023,Mazgaon mumbai IITm,21.14743056,46.65420139,25.86770833,17.78611111,57.15006944,217.3360764,3.707013889,3.045902778,39.95833333
4-22-2023,Mazgaon mumbai IITm,19.69920139,43.00461806,27.88145833,15.43722222,58.00791667,214.8017361,3.735625,3.012743056,32.57638889
4-23-2023,Mazgaon mumbai IITm,20.30430556,43.61986111,41.3953125,17.74597222,81.10850694,228.5458333,4.050347222,3.002222222,34.02777778
4-24-2023,Mazgaon mumbai IITm,26.03902778,56.59881944,54.76204861,22.29638889,106.5432292,241.2171528,3.671631944,3.19125,30.76041667
4-25-2023,Mazgaon mumbai IITm,30.76204861,67.73746528,50.2471875,25.95510417,102.7105556,230.9873958,3.783958333,3.200034722,42.04513889
4-26-2023,Mazgaon mumbai IITm,33.17506944,73.2075,59.25086806,23.61177083,114.1463542,235.3340972,4.415590278,3.003263889,32.63541667
4-27-2023,Mazgaon mumbai IITm,25.86628472,57.01079861,27.34829861,23.99177083,65.97361111,203.0301042,4.603020833,3.097152778,41.36805556
