Timestamp,Year,Month,Day,Station,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NO (µg/m³),NOx (ppb),NH3 (µg/m³),AQI 
14-Jul-21,2021,7,14,Bandra_kurla_complex_mumbai,18.69,47.26,3.06,5.67,0.16,24.76,3.98,4.99,3.33,47
15-Jul-21,2021,7,15,Bandra_kurla_complex_mumbai,19.38,51.94,8.74,3.03,0.17,23.04,3.04,4.88,3.13,52
16-Jul-21,2021,7,16,Bandra_kurla_complex_mumbai,18.83,51.12,5.06,2.93,0.36,10.7,3.1,4.68,3.25,51
17-Jul-21,2021,7,17,Bandra_kurla_complex_mumbai,17.87,47.98,16.6,3.01,1.45,9.41,3.78,5.42,3.95,48
18-Jul-21,2021,7,18,Bandra_kurla_complex_mumbai,28.13,60.33,3.08,2.77,3.51,10.88,3.61,5.22,3.75,60
19-Jul-21,2021,7,19,Bandra_kurla_complex_mumbai,31.17,59.2,7.66,5.95,1.1,10.27,4.2,5.26,3.63,59
20-Jul-21,2021,7,20,Bandra_kurla_complex_mumbai,28.83,70.61,6.24,3.07,0.99,11.09,2.86,4.73,3.23,71
21-Jul-21,2021,7,21,Bandra_kurla_complex_mumbai,34.38,59.14,6.55,2.92,0.82,9,3.18,5,3.2,59
22-Jul-21,2021,7,22,Bandra_kurla_complex_mumbai,41.6,79.26,22.72,5.6,0.93,19.66,3.37,5.17,3.62,79
23-Jul-21,2021,7,23,Bandra_kurla_complex_mumbai,34.74,75.79,6.06,2.84,1.02,9.61,3.28,5.02,3.36,76
24-Jul-21,2021,7,24,Bandra_kurla_complex_mumbai,28.42,67.04,7.43,5.95,1.3,8.11,3.77,5.63,4.13,67
25-Jul-21,2021,7,25,Bandra_kurla_complex_mumbai,30.07,78.18,8.39,3.13,0.96,6.17,3.26,5.05,3.52,78
26-Jul-21,2021,7,26,Bandra_kurla_complex_mumbai,30.07,89.65,15.23,5.52,1.42,6.44,4.38,5.2,3.6,90
27-Jul-21,2021,7,27,Bandra_kurla_complex_mumbai,26.87,78.36,7.24,3.04,0.84,6.46,3.6,5.43,3.87,78
28-Jul-21,2021,7,28,Bandra_kurla_complex_mumbai,29.1,63.88,15.51,6.35,2.66,8.06,3.75,5.62,4.18,64
29-Jul-21,2021,7,29,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
30-Jul-21,2021,7,30,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
31-Jul-21,2021,7,31,Bandra_kurla_complex_mumbai,27.99,81.98,3.76,3.811927711,0.28,5.18,3.896144578,0,3.850843373,82
01-Aug-21,2021,8,1,Bandra_kurla_complex_mumbai,27.3,83.17,15.29,4.11,0.39,11.79,5.69,6.72,5.97,83
02-Aug-21,2021,8,2,Bandra_kurla_complex_mumbai,25.09,80.47,16.67,3.72,0.6,10.61,4.72,6.25,4.9,80
03-Aug-21,2021,8,3,Bandra_kurla_complex_mumbai,23.64,66.84,5.68,3.24,0.56,4.87,3.99,5.69,4.36,67
04-Aug-21,2021,8,4,Bandra_kurla_complex_mumbai,27.73,82.12,18.55,5.5,0.6,9.97,4.52,5.25,3.75,82
05-Aug-21,2021,8,5,Bandra_kurla_complex_mumbai,28.5,94.3,21.45,5.67,0.39,10.05,4.38,5.23,3.76,94
06-Aug-21,2021,8,6,Bandra_kurla_complex_mumbai,22.57,76.59,8.29,3.16,0.38,4.18,4.06,5.66,4.44,77
07-Aug-21,2021,8,7,Bandra_kurla_complex_mumbai,16.65,74.72,8.05,2.86,0.2,8.03,3.49,4.93,3.63,75
08-Aug-21,2021,8,8,Bandra_kurla_complex_mumbai,17.47,62.29,17.16,2.78,0.1,3.55,3.82,5.24,4.07,62
09-Aug-21,2021,8,9,Bandra_kurla_complex_mumbai,31.82,60.62,7.65,3.07,0.04,2.03,4.06,5.83,4.41,61
10-Aug-21,2021,8,10,Bandra_kurla_complex_mumbai,16.61,60.02,6.46,2.95,0,2.87,3.38,4.87,3.72,60
11-Aug-21,2021,8,11,Bandra_kurla_complex_mumbai,16.64,50.27,5.68,3.45,0,3.39,3.5,4.98,3.16,50
12-Aug-21,2021,8,12,Bandra_kurla_complex_mumbai,16.12,110.05,23.28,5.35,0.63,6.11,4.25,4.97,3.47,107
13-Aug-21,2021,8,13,Bandra_kurla_complex_mumbai,39.33,58.78,9.9,4.89,0.91,3.13,3.9,5.89,4.3,59
14-Aug-21,2021,8,14,Bandra_kurla_complex_mumbai,16.6,67.67,9.67,3.06,0.68,3.06,3.23,4.81,3.47,68
15-Aug-21,2021,8,15,Bandra_kurla_complex_mumbai,16.32,84.47,10.86,3.1,1.26,1.95,3.96,5.58,4.31,84
16-Aug-21,2021,8,16,Bandra_kurla_complex_mumbai,16.49,78.23,22.45,3.34,1.85,4.42,4.67,5.56,4.14,78
17-Aug-21,2021,8,17,Bandra_kurla_complex_mumbai,16.86,61.3,24.84,5.76,0.61,5.98,4.79,5.24,3.98,61
18-Aug-21,2021,8,18,Bandra_kurla_complex_mumbai,15.15,34.67,10.49,3.22,1.18,2.03,4.88,5.63,4.29,35
19-Aug-21,2021,8,19,Bandra_kurla_complex_mumbai,19.17,37.09,11.29,3.01,0.02,4.27,3.78,5.44,3.91,37
20-Aug-21,2021,8,20,Bandra_kurla_complex_mumbai,25.39,48.48,10.15,3.13,0.01,3.53,3.91,5.5,4.17,48
21-Aug-21,2021,8,21,Bandra_kurla_complex_mumbai,9.78,18.77,16.59,5.58,0,9.47,5.18,5.79,4.33,19
22-Aug-21,2021,8,22,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
23-Aug-21,2021,8,23,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
24-Aug-21,2021,8,24,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
25-Aug-21,2021,8,25,Bandra_kurla_complex_mumbai,23.24,69.53,9.98,2.89,0.85,3,4.19,5.46,4.26,70
26-Aug-21,2021,8,26,Bandra_kurla_complex_mumbai,22.32,42.35,15.13,3.01,0.11,3.48,3.6,5.16,3.84,42
27-Aug-21,2021,8,27,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
28-Aug-21,2021,8,28,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
29-Aug-21,2021,8,29,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,12.38654762,3.811927711,0.865119048,6.839156627,3.896144578,5.252738095,3.850843373,62
30-Aug-21,2021,8,30,Bandra_kurla_complex_mumbai,65.39,123.7,10.26,2.96,0.19,3.57,3.04,4.63,2.98,116
31-Aug-21,2021,8,31,Bandra_kurla_complex_mumbai,21.65,40.28,14.96,2.95,0.02,3.79,3.68,5.36,3.99,40
01-Sep-21,2021,9,1,Bandra_kurla_complex_mumbai,17.93,33.46,36.97,5.51,0.34,9.68,4.17,5,3.5,33
02-Sep-21,2021,9,2,Bandra_kurla_complex_mumbai,12.59,24.16,34.67,5.64,0.26,10.27,3.72,4.73,3.28,24
03-Sep-21,2021,9,3,Bandra_kurla_complex_mumbai,14.87,28.42,31.67,5.87,2.46,7.89,4.66,5.55,4.02,28
04-Sep-21,2021,9,4,Bandra_kurla_complex_mumbai,16.16,31.41,19.13,5.47,2.59,5.25,4.78,5.52,4.25,31
05-Sep-21,2021,9,5,Bandra_kurla_complex_mumbai,30.81,59.66,10.15,3.39,1.29,5.59,5.09,6.94,5.57,60
06-Sep-21,2021,9,6,Bandra_kurla_complex_mumbai,28.85,55.07,11.49,3,4.49,6.67,3.64,5.08,3.8,55
07-Sep-21,2021,9,7,Bandra_kurla_complex_mumbai,31.87,61.17,25.67,5.96,4.78,6.3,5.26,5.89,4.67,61
08-Sep-21,2021,9,8,Bandra_kurla_complex_mumbai,9.19,18.24,11.08,2.9,2.03,4.07,3.86,5.48,4,18
09-Sep-21,2021,9,9,Bandra_kurla_complex_mumbai,13.95,27.14,9.96,5.63,2.97,3.31,3.73,5.54,3.93,27
10-Sep-21,2021,9,10,Bandra_kurla_complex_mumbai,20.01,38.1,9.89,3.06,0.01,3.53,3.65,5.29,3.98,38
11-Sep-21,2021,9,11,Bandra_kurla_complex_mumbai,11.92,22.93,23.11,3.07,0,4.56,4.03,5.04,3.27,23
12-Sep-21,2021,9,12,Bandra_kurla_complex_mumbai,8.07,15.89,10.41,2.95,0.04,4.1,3.12,4.67,3.25,16
13-Sep-21,2021,9,13,Bandra_kurla_complex_mumbai,19.13,36.85,24.98,3,0.01,4.34,3.36,5.06,3.59,37
14-Sep-21,2021,9,14,Bandra_kurla_complex_mumbai,38.97,74.87,9.38,2.98,0.01,3.34,3.83,5.67,3.95,75
15-Sep-21,2021,9,15,Bandra_kurla_complex_mumbai,32.3,61.96,24.16,3.15,0.07,3.9,4.16,4.97,3.52,62
16-Sep-21,2021,9,16,Bandra_kurla_complex_mumbai,33.4,63.8,7.75,2.99,0.09,6.839156627,3.67,5.31,3.9,64
17-Sep-21,2021,9,17,Bandra_kurla_complex_mumbai,26.27,50.71,8.57,3.05,0.19,2,3.26,4.91,3.49,51
18-Sep-21,2021,9,18,Bandra_kurla_complex_mumbai,21.51,41.46,24.09,3.3,0.42,2.49,3.31,5.15,3.59,41
19-Sep-21,2021,9,19,Bandra_kurla_complex_mumbai,11.41,22.32,9.94,5.95,0.48,2.04,3.78,5.19,4.31,22
20-Sep-21,2021,9,20,Bandra_kurla_complex_mumbai,14.54,28.42,9.28,2.92,1.09,1.45,3.98,5.44,4,28
21-Sep-21,2021,9,21,Bandra_kurla_complex_mumbai,14.44,27.79,26.14,5.46,1.37,2.08,5.67,6.1,5.17,28
22-Sep-21,2021,9,22,Bandra_kurla_complex_mumbai,24.22,46.78,27.07,3.05,1.28,1.23,3.96,5.58,4.4,47
23-Sep-21,2021,9,23,Bandra_kurla_complex_mumbai,35.23,67.55,7.82,3.06,1.06,2.3,3.1,4.83,3.25,68
24-Sep-21,2021,9,24,Bandra_kurla_complex_mumbai,30.83,58.81,10.68,3.01,0.61,1.62,3.42,5.1,3.6,59
25-Sep-21,2021,9,25,Bandra_kurla_complex_mumbai,36.41,69.67,25.72,3.07,0.5,1.38,3.86,5.62,4.26,70
26-Sep-21,2021,9,26,Bandra_kurla_complex_mumbai,39.47,75.55,9.49,3.14,0.84,1.35,5.03,5.83,4.49,76
27-Sep-21,2021,9,27,Bandra_kurla_complex_mumbai,34.12,65.32,8.47,3.14,0.58,1.17,5.01,5.89,4.02,65
28-Sep-21,2021,9,28,Bandra_kurla_complex_mumbai,21.7,42.14,8.45,2.82,0.44,1.26,3.94,5.51,4.07,42
29-Sep-21,2021,9,29,Bandra_kurla_complex_mumbai,6.7,13.01,10.24,2.89,0.25,1.38,3.58,5.06,3.93,13
30-Sep-21,2021,9,30,Bandra_kurla_complex_mumbai,21.18,41.69,9.96,5.81,0.49,1.53,3.13,4.98,3.33,42
01-Oct-21,2021,10,1,Bandra_kurla_complex_mumbai,37.65,72.42,21.2,5.69,0.81,3.48,3.89,4.91,3.33,72
02-Oct-21,2021,10,2,Bandra_kurla_complex_mumbai,52.45,101.32,20.63,5.51,0.89,3.51,4.4,5.27,3.75,101
03-Oct-21,2021,10,3,Bandra_kurla_complex_mumbai,45.19,88.51,25.31,5.64,0.96,3.45,3.92,4.96,3.25,89
04-Oct-21,2021,10,4,Bandra_kurla_complex_mumbai,50.66,99.23,21.12,5.36,0.97,3.66,3.82,4.9,3.18,99
05-Oct-21,2021,10,5,Bandra_kurla_complex_mumbai,47.04,93.64,8.84,3.25,0.66,1.85,4.26,5.73,4.48,94
06-Oct-21,2021,10,6,Bandra_kurla_complex_mumbai,49.7,100.09,10.58,3.53,0.26,1.57,4.06,5.44,4.56,100
07-Oct-21,2021,10,7,Bandra_kurla_complex_mumbai,43.16,84.47,26.61,5.37,0.72,4.6,5.24,5.56,4.58,84
08-Oct-21,2021,10,8,Bandra_kurla_complex_mumbai,27.95,54.7,10.98,3.11,0.59,2.51,4.46,5.69,4.66,55
09-Oct-21,2021,10,9,Bandra_kurla_complex_mumbai,19.47,37.85,8.11,3.28,0.63,2.47,4.21,5.84,4.85,38
10-Oct-21,2021,10,10,Bandra_kurla_complex_mumbai,69.76303371,177.7255056,9.69,2.98,1.22,2.14,4.2,5,4.45,152
11-Oct-21,2021,10,11,Bandra_kurla_complex_mumbai,39.47,78.43,25.04,6.01,0.87,4.79,5,6.6,5.49,78
12-Oct-21,2021,10,12,Bandra_kurla_complex_mumbai,59.13,113.79,8.78,2.58,0.78,2.67,4.39,5.52,4.59,109
13-Oct-21,2021,10,13,Bandra_kurla_complex_mumbai,97.02,206.06,11.39,2.84,0.9,3.09,4.47,5.34,3.65,171
14-Oct-21,2021,10,14,Bandra_kurla_complex_mumbai,105.21,222.12,28.87,5.16,1.38,6.71,6.27,6.29,5.1,181
15-Oct-21,2021,10,15,Bandra_kurla_complex_mumbai,105.59,235.64,13.91,2.97,1,2.79,3.95,5.2,4.5,190
16-Oct-21,2021,10,16,Bandra_kurla_complex_mumbai,101.39,212.06,15.77,3.18,0.56,2.59,3.55,5.25,3.73,175
17-Oct-21,2021,10,17,Bandra_kurla_complex_mumbai,111.08,224.87,15.3,2.97,0.21,2.89,4.22,5.19,4.92,183
18-Oct-21,2021,10,18,Bandra_kurla_complex_mumbai,54.84,107.44,29.99,5.68,0.08,5.12,4.07,5.13,3.26,105
19-Oct-21,2021,10,19,Bandra_kurla_complex_mumbai,59.3,112.63,10.78,2.91,0.16,3,3.96,4.93,3.35,108
20-Oct-21,2021,10,20,Bandra_kurla_complex_mumbai,64.94,126.6,27.76,5.68,0.21,5.84,3.85,4.92,3.14,118
21-Oct-21,2021,10,21,Bandra_kurla_complex_mumbai,98.25,203.58,33.92,5.84,0.02,6.48,4.33,5.36,3.73,169
22-Oct-21,2021,10,22,Bandra_kurla_complex_mumbai,116.4,238.51,13.55,3.05,0,1.85,3.33,5.23,3.57,192
23-Oct-21,2021,10,23,Bandra_kurla_complex_mumbai,74.13,150.48,23.95,5.98,0.01,7.275168539,3.8,4.92,3.2,134
24-Oct-21,2021,10,24,Bandra_kurla_complex_mumbai,46.89,94.2,9.45,3.02,0,7.275168539,3.04,4.95,3.19,94
25-Oct-21,2021,10,25,Bandra_kurla_complex_mumbai,49.04,97.99,10.94,3.01,0.42,6.09,3.33,5.17,3.7,98
26-Oct-21,2021,10,26,Bandra_kurla_complex_mumbai,84.84,170.79,15.14,18.11,0.936588235,8.16,19.72,36.78,38.53,147
27-Oct-21,2021,10,27,Bandra_kurla_complex_mumbai,91.21,188.53,60.09,11.89,0.936588235,14.34,24.3,30.33,31.37,159
28-Oct-21,2021,10,28,Bandra_kurla_complex_mumbai,101.3,212.65,19.55,11.56,0.936588235,6.19,24.02,29.77,30.59,175
29-Oct-21,2021,10,29,Bandra_kurla_complex_mumbai,90.88,194.22,36.46,10.22,0.936588235,12.7,17.74,26.67,27.25,163
30-Oct-21,2021,10,30,Bandra_kurla_complex_mumbai,93.03,191.53,13.83,10.68,0.936588235,31.18,13.59,23.27,23.67,161
31-Oct-21,2021,10,31,Bandra_kurla_complex_mumbai,104.82,216.94,17.24,10.68,0.936588235,13.97,13.26,22.94,22.94,178
01-Nov-21,2021,11,1,Bandra_kurla_complex_mumbai,133.47,267.59,52.86,19.37,1.5,28.01,24.49,28.14,28.95,218
02-Nov-21,2021,11,2,Bandra_kurla_complex_mumbai,128.82,261.68,35.24,231.87,0.2,14.42,12.31,243.18,23.07454545,212
03-Nov-21,2021,11,3,Bandra_kurla_complex_mumbai,121.5,278.6,14.4,15.1352809,0.67,7.74,14.99089888,23.93382022,23.07454545,229
04-Nov-21,2021,11,4,Bandra_kurla_complex_mumbai,101.19,263.55,32.04,40.29,0.66,13.15,16.5,27.68,28.35,214
05-Nov-21,2021,11,5,Bandra_kurla_complex_mumbai,127.82,235.12,13.53,17.93,0.84,10.67,17,28.21,29.7,190
06-Nov-21,2021,11,6,Bandra_kurla_complex_mumbai,79.69,145.68,28.22,11.77,1.17,6.09,20.93,27.67,28.07,130
07-Nov-21,2021,11,7,Bandra_kurla_complex_mumbai,72.2,155.47,29.58,12.95,0.49,4.56,19.71,27.69,28.47,137
08-Nov-21,2021,11,8,Bandra_kurla_complex_mumbai,101.91,235.46,35.67,27.7,1.35,8.04,19.32,29.16,30.07,190
09-Nov-21,2021,11,9,Bandra_kurla_complex_mumbai,115.89,260.82,40.59,22.62,1.3,12.87,28.65,32.93,32.88,211
10-Nov-21,2021,11,10,Bandra_kurla_complex_mumbai,120.18,245.11,15.61,12.13,0.99,5.77,22.63,33.76,35.13,197
11-Nov-21,2021,11,11,Bandra_kurla_complex_mumbai,112.6,235.07,14.52,18.23,0.85,13.57,29.25,40.14,40.89,190
12-Nov-21,2021,11,12,Bandra_kurla_complex_mumbai,124.92,254.07,28.59,12.13,1.23,12.06,17.11,27.93,28.63,204
13-Nov-21,2021,11,13,Bandra_kurla_complex_mumbai,114.36,260.93,15.3,15.1352809,1.48,19.82,14.99089888,23.93382022,23.07454545,211
14-Nov-21,2021,11,14,Bandra_kurla_complex_mumbai,139.89,272.96,33.36,43.59,1.81,18.95,20.19,62,74.09,223
15-Nov-21,2021,11,15,Bandra_kurla_complex_mumbai,116.57,243.66,10.47,34.8,2.21,6.42,21.91,52.56,57.81,196
16-Nov-21,2021,11,16,Bandra_kurla_complex_mumbai,119.53,279.1,19.12,24.74,2.49,9.42,24.16,44.23,50.77,229
17-Nov-21,2021,11,17,Bandra_kurla_complex_mumbai,63.79,145.57,11.83,18.33,0.51,7.86,6.83,24.52,32.12,130
18-Nov-21,2021,11,18,Bandra_kurla_complex_mumbai,48.22,120.81,23.84,15.42,0.84,3.26,15.52,30.66,51.13,114
19-Nov-21,2021,11,19,Bandra_kurla_complex_mumbai,75.53,136.63,39.66,15.53,0.79,3.12,24.79,35.5,53.69,124
20-Nov-21,2021,11,20,Bandra_kurla_complex_mumbai,36.67,143.27,32.06,43.22,1.13,6.79,67.31,66.97,57.66,129
21-Nov-21,2021,11,21,Bandra_kurla_complex_mumbai,10.4,68,13.22,4.8,0.02,5.76,8.81,13.21,15.09,68
22-Nov-21,2021,11,22,Bandra_kurla_complex_mumbai,11.03,83,11.3,4.92,0.41,3.58,15.08,16.97,19.08,83
23-Nov-21,2021,11,23,Bandra_kurla_complex_mumbai,19.66,106.45,13.11,5.36,1.36,2.14,17.69,22.02,24.59,104
24-Nov-21,2021,11,24,Bandra_kurla_complex_mumbai,69.59,160.74,34.48,22.64,2.02,3.98,34.34,34.53,38.51,140
25-Nov-21,2021,11,25,Bandra_kurla_complex_mumbai,54.56,203.48,16.45,9.76,1.07,2.73,20.92,30.41,32.19,169
26-Nov-21,2021,11,26,Bandra_kurla_complex_mumbai,57.09,194.99,14.46,8.5,0.53,6.52,21.6,29.98,33.55,163
27-Nov-21,2021,11,27,Bandra_kurla_complex_mumbai,67.45,193.54,42.07,32.22,0.24,13.9,25.4,37.24,41.46,162
28-Nov-21,2021,11,28,Bandra_kurla_complex_mumbai,48.15,186.51,17.6,11.03,0.13,4.61,23.7,24.74,27.8,158
29-Nov-21,2021,11,29,Bandra_kurla_complex_mumbai,57.1,178.05,15.81,7.85,0.13,5.04,20.06,27.82,30.97,152
30-Nov-21,2021,11,30,Bandra_kurla_complex_mumbai,93.75,221.47,16.02,8.82,0.29,4.06,20.53,29.02,32.57,181
01-Dec-21,2021,12,1,Bandra_kurla_complex_mumbai,29.67,134.14,33.63,12.89,0.11,5.24,22.35,24.56,27.45,123
02-Dec-21,2021,12,2,Bandra_kurla_complex_mumbai,12.22,72.66,30.27,11.34,0.15,7.49,14.32,17.34,19.38,73
03-Dec-21,2021,12,3,Bandra_kurla_complex_mumbai,20.54,139.15,28.05,22.52,1.82,2.21,13.17,21.72,27.07,126
04-Dec-21,2021,12,4,Bandra_kurla_complex_mumbai,65.5,150.52,13.62,15.31,1.35,1.8,12.17,17.89,22.08,134
05-Dec-21,2021,12,5,Bandra_kurla_complex_mumbai,62.23,168.7,35.54,16.19,1.49,2.23,14.06,19.78,23.45,146
06-Dec-21,2021,12,6,Bandra_kurla_complex_mumbai,23.57,171.82,36.52,17.82,1.65,1.71,17.23,23.04,26.12,148
07-Dec-21,2021,12,7,Bandra_kurla_complex_mumbai,15.87,241.72,36.92,18.32,1.35,2.02,17.25,23.64,26.51,194
08-Dec-21,2021,12,8,Bandra_kurla_complex_mumbai,15.93,228.56,15.37,9.8,1.02,1.06,13.82,23.56,26.51,186
09-Dec-21,2021,12,9,Bandra_kurla_complex_mumbai,91.76,215.9,36.17,18.18,1.06,1.66,16.76,23.27,25.94,177
10-Dec-21,2021,12,10,Bandra_kurla_complex_mumbai,15.85,206.44,37.65,16.68,1.12,1.3,17.06,22.49,24.98,171
11-Dec-21,2021,12,11,Bandra_kurla_complex_mumbai,88.54,190.45,15.21,8.5,0.56,1.16,14.19,19.98,22.28,160
12-Dec-21,2021,12,12,Bandra_kurla_complex_mumbai,15.84,192.24,39.66,18.2,0.62,2.17,16.52,23.23,25.42,161
13-Dec-21,2021,12,13,Bandra_kurla_complex_mumbai,15.84,188.91,40.03,17.74,1,4.52,23.64,29.06,31.15,159
14-Dec-21,2021,12,14,Bandra_kurla_complex_mumbai,15.88,183.77,17.43,9.32,1.14,5.79,19.81,29.09,30.4,156
15-Dec-21,2021,12,15,Bandra_kurla_complex_mumbai,16.54,207.2,16.54,9.09,0.79,7.72,11.94,20.56,22.63,171
16-Dec-21,2021,12,16,Bandra_kurla_complex_mumbai,44.41,256.03,15.4,7.62,1.13,6.88,11.4,19.01,20.64,206
17-Dec-21,2021,12,17,Bandra_kurla_complex_mumbai,15.84,221.94,36.34,13.42,0.82,14.23,12.67,17.15,18.73,181
18-Dec-21,2021,12,18,Bandra_kurla_complex_mumbai,113.81,222.84,35.32,12.88,0.8,19.47,12.83,16.95,18.68,182
19-Dec-21,2021,12,19,Bandra_kurla_complex_mumbai,15.87,212.71,13.04,10.39,0.32,11.81,11.02,20.6,22.61,175
20-Dec-21,2021,12,20,Bandra_kurla_complex_mumbai,51.35,255.23,14.41,8.77,0.65,8.53,10.63,19.29,21.78,205
21-Dec-21,2021,12,21,Bandra_kurla_complex_mumbai,112.8,244.58,35.23,16.54,1.78,7.53,22.1,26.29,27.65,196
22-Dec-21,2021,12,22,Bandra_kurla_complex_mumbai,91.57,182.09,16.27,10.37,2.19,8.55,14.44,24.68,27.05,155
23-Dec-21,2021,12,23,Bandra_kurla_complex_mumbai,114.78,220.54,16.24,17.75,2.32,20.96,16.64,25.21,27.19,180
24-Dec-21,2021,12,24,Bandra_kurla_complex_mumbai,79.72,156.71,37.12,14.79,1.8,11.61,18.55,22.5,24.35,138
25-Dec-21,2021,12,25,Bandra_kurla_complex_mumbai,72.93,143.17,35.63,14.12,1.98,9.87,21.84,25.51,27.41,129
26-Dec-21,2021,12,26,Bandra_kurla_complex_mumbai,98.62,193.52,38.19,14.21,2.01,12.34,19.51,27.84,30.27,162
27-Dec-21,2021,12,27,Bandra_kurla_complex_mumbai,110.76,215.47,42.33,19.99,2.07,10.34,27.62,32.56,35.09,177
28-Dec-21,2021,12,28,Bandra_kurla_complex_mumbai,113.49,224.73,37.05,19.94,1.77,10.26,23.11,28.91,31.28,183
29-Dec-21,2021,12,29,Bandra_kurla_complex_mumbai,69.76303371,177.7255056,32.13,19.2,1.01,8.91,19.22,29.03,31.63,152
30-Dec-21,2021,12,30,Bandra_kurla_complex_mumbai,1.62,7.16,12.04,8.89,0.71,3.52,14.93,23.44,26.05,7
31-Dec-21,2021,12,31,Bandra_kurla_complex_mumbai,69.76303371,177.7255056,23.90263736,15.1352809,0.936588235,7.275168539,14.99089888,23.93382022,23.07454545,151.8
01-Jan-22,2022,1,1,Bandra_kurla_complex_mumbai,75.51,153.8,35.81,30.33,1.6,9.76,21.14,33.14,38.83,135.8666667
02-Jan-22,2022,1,2,Bandra_kurla_complex_mumbai,67.7,144.88,39.33,19.02,2.35,10.55,20.54,35.31,43.33,129.92
03-Jan-22,2022,1,3,Bandra_kurla_complex_mumbai,75.88,161.88,17.26609756,37.64,0.898375,11.33,25.9,40.39,50.76,141.2533333
04-Jan-22,2022,1,4,Bandra_kurla_complex_mumbai,79.38,164.66,34.28,18.62,0.88,31.42,34.1,21.26,30.87,143.1066667
05-Jan-22,2022,1,5,Bandra_kurla_complex_mumbai,93.98,191.15,13.09,18.3,1.17,8.86,45.69,43.03,41.91,160.7666667
06-Jan-22,2022,1,6,Bandra_kurla_complex_mumbai,66.2,134.25,12.05,7.25,0.49,10.38,11.45,9.37,14.86,122.8333333
07-Jan-22,2022,1,7,Bandra_kurla_complex_mumbai,78.11,160.22,34.7,5.75,0.18,11.62,6.06,5.49,5.48,140.1466667
08-Jan-22,2022,1,8,Bandra_kurla_complex_mumbai,69.46,138.95,32.56,5.45,0.26,3.86,14.75,15.09,15.12,125.9666667
09-Jan-22,2022,1,9,Bandra_kurla_complex_mumbai,46.26,97.34,9.55,5.36,0.01,6.97,14.59,13.78,16.21,97.34
10-Jan-22,2022,1,10,Bandra_kurla_complex_mumbai,45.25,95.55,22.12,4.97,0.07,14.21,5.82,5.53,5.72,95.55
11-Jan-22,2022,1,11,Bandra_kurla_complex_mumbai,76.27,156.82,12.01,6.35,0.06,7.96,8.18,8.4,10.67,137.88
12-Jan-22,2022,1,12,Bandra_kurla_complex_mumbai,63.02,131.89,12.17,4.29,0.78,9.14,4.71,5.3,5.87,121.26
13-Jan-22,2022,1,13,Bandra_kurla_complex_mumbai,85.06,174.13,13.5,2.19,1.49,11.81,3.97,4.56,4.73,149.42
14-Jan-22,2022,1,14,Bandra_kurla_complex_mumbai,60.84,121.98,34.42,3.23,1.4,14.29,10.6,8.93,9.14,114.6533333
15-Jan-22,2022,1,15,Bandra_kurla_complex_mumbai,59.46,123.72,12.88,2.62,1.13,5.09,7.16,6.34,6.52,115.8133333
16-Jan-22,2022,1,16,Bandra_kurla_complex_mumbai,78.75057471,160.5368966,17.26609756,9.717341772,0.898375,21.13580247,12.09721519,15.77405063,13.10556962,140.3579311
17-Jan-22,2022,1,17,Bandra_kurla_complex_mumbai,91.3,185.8,11.09,1.67,2.59,6.07,23.31,10.68,10.1,157.2
18-Jan-22,2022,1,18,Bandra_kurla_complex_mumbai,82.26,166.87,13.33,8.97,1.41,8,24.59,12.04,11.28,144.58
19-Jan-22,2022,1,19,Bandra_kurla_complex_mumbai,87.39,177.14,13.75,11.59,1.26,10.13,20.4,14.11,13.99,151.4266667
20-Jan-22,2022,1,20,Bandra_kurla_complex_mumbai,74.19,150.36,19.76,7.41,2.51,5.63,18.21,13.61,13.66,133.5733333
21-Jan-22,2022,1,21,Bandra_kurla_complex_mumbai,78.75057471,160.5368966,17.26609756,9.717341772,0.898375,21.13580247,12.09721519,15.77405063,13.10556962,140.3579311
22-Jan-22,2022,1,22,Bandra_kurla_complex_mumbai,48.25,100.68,17.08,9.717341772,0.02,8.56,12.09721519,15.77405063,13.10556962,100.4533333
23-Jan-22,2022,1,23,Bandra_kurla_complex_mumbai,212.6,473.99,16.85,9.67,0.5,26.94,20.7,18.4,10.41,413.746875
