Timestamp,Year,Month,Day,Station,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NO (µg/m³),NOx (ppb),NH3 (µg/m³),AQI,AQI_Category
02-Dec-23,2023,12,2,siddarth nagar worli MUmbai IIT M,52.12,88.94,30.27,28.91,2.23,76.63,6.74,15.38,19.97,89,Satisfactory
03-Dec-23,2023,12,3,siddarth nagar worli MUmbai IIT M,49.52,88.79,28.05,30.01,2.32,60.65,7.82,16.41,20.69,89,Satisfactory
04-Dec-23,2023,12,4,siddarth nagar worli MUmbai IIT M,49.86,87.42,13.62,28.13,2.33,63.45,6.27,15.07,19.81,87,Satisfactory
05-Dec-23,2023,12,5,siddarth nagar worli MUmbai IIT M,51.23,87.02,35.54,27.69,2.28,64.41,6.05,14.82,19.79,87,Satisfactory
06-Dec-23,2023,12,6,siddarth nagar worli MUmbai IIT M,59.78,104,36.52,31.3,2.08,60.87,10.9,18.47,20.6,103,Moderate
07-Dec-23,2023,12,7,siddarth nagar worli MUmbai IIT M,49.31,84.3,36.92,30.56,1.96,54.93,8.1,15.89,20.01,84,Satisfactory
08-Dec-23,2023,12,8,siddarth nagar worli MUmbai IIT M,49.31,84.3,15.37,30.56,1.96,54.93,8.1,15.89,20.01,84,Satisfactory
09-Dec-23,2023,12,9,siddarth nagar worli MUmbai IIT M,41.21,69.21,36.17,27.34,2.2,90.7,6.28,15.21,19.88,69,Satisfactory
10-Dec-23,2023,12,10,siddarth nagar worli MUmbai IIT M,41.93,71.32,37.65,29.63,2.16,57.01,7.32,15.97,20.6,71,Satisfactory
11-Dec-23,2023,12,11,siddarth nagar worli MUmbai IIT M,37.78,63,15.21,27.41,2.09,58.01,6.01,14.92,19.72,63,Satisfactory
12-Dec-23,2023,12,12,siddarth nagar worli MUmbai IIT M,34.87,58.26,39.66,29.03,1.97,63.49,7.4,15.67,20.98,58,Satisfactory
13-Dec-23,2023,12,13,siddarth nagar worli MUmbai IIT M,41.97,71.8,40.03,27.34,1.94,62.35,6.48,14.85,19.85,72,Satisfactory
14-Dec-23,2023,12,14,siddarth nagar worli MUmbai IIT M,42.67,78.17,17.43,27.66,1.85,76.26,6.14,13.92,20.01,78,Satisfactory
15-Dec-23,2023,12,15,siddarth nagar worli MUmbai IIT M,49.31,84.3,16.54,30.56,0,54.93,8.1,0,20.01,84,Satisfactory
16-Dec-23,2023,12,16,siddarth nagar worli MUmbai IIT M,49.31,84.3,15.4,30.56,1.96,54.93,8.1,15.89,20.01,84,Satisfactory
17-Dec-23,2023,12,17,siddarth nagar worli MUmbai IIT M,49.31,84.3,36.34,30.56,1.96,54.93,8.1,15.89,20.01,84,Satisfactory
18-Dec-23,2023,12,18,siddarth nagar worli MUmbai IIT M,49.31,84.3,35.32,30.56,1.96,54.93,8.1,15.89,20.01,84,Satisfactory
19-Dec-23,2023,12,19,siddarth nagar worli MUmbai IIT M,67.56,69.76,13.04,30.56,2.21,55.88,8.1,15.89,20.01,70,Satisfactory
20-Dec-23,2023,12,20,siddarth nagar worli MUmbai IIT M,40.87,72.48,14.41,30.56,1.87,56,8.1,15.89,20.01,72,Satisfactory
21-Dec-23,2023,12,21,siddarth nagar worli MUmbai IIT M,57.45,98.55,35.23,12.29,2.07,69.97,5.33,7.59,18,99,Satisfactory
22-Dec-23,2023,12,22,siddarth nagar worli MUmbai IIT M,80.62,140.6,16.27,30.56,2.27,59.87,8.1,0,20.01,127,Moderate
23-Dec-23,2023,12,23,siddarth nagar worli MUmbai IIT M,64.44,110.61,16.24,30.12,2.32,69.22,6.88,16.02,18.94,107,Moderate
24-Dec-23,2023,12,24,siddarth nagar worli MUmbai IIT M,60.45,103.49,37.12,28.15,2.17,67.3,6.74,16.03,18.66,102,Moderate
25-Dec-23,2023,12,25,siddarth nagar worli MUmbai IIT M,58.19,100.07,35.63,45.54,2.09,72.02,7.22,27.08,18.14,100,Satisfactory
26-Dec-23,2023,12,26,siddarth nagar worli MUmbai IIT M,80.5,140.1,38.19,46.63,2.3,63.78,8.48,25.04,19.17,127,Moderate
27-Dec-23,2023,12,27,siddarth nagar worli MUmbai IIT M,70.6,123.85,42.33,34.34,2.24,79.7,3.42,18.26,20.32,116,Moderate
28-Dec-23,2023,12,28,siddarth nagar worli MUmbai IIT M,93.49,162.63,37.05,39.12,1.48,44.15,3.61,11.38,20.01,142,Moderate
29-Dec-23,2023,12,29,siddarth nagar worli MUmbai IIT M,75.39,135.21,32.13,31.05,2.26,109.28,2.98,16.62,20.46,123,Moderate
30-Dec-23,2023,12,30,siddarth nagar worli MUmbai IIT M,85.04,147.39,12.04,44.94,2.38,71.88,8.4,23.91,19.28,132,Moderate
31-Dec-23,2023,12,31,siddarth nagar worli MUmbai IIT M,51,88.92,23.9,32.67,2.27,74.56,5.47,17.85,20.43,89,Satisfactory
01-Jan-21,2021,1,1,siddarth nagar worli MUmbai IIT M,58.99,94.43,35.81,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
02-Jan-21,2021,1,2,siddarth nagar worli MUmbai IIT M,58.99,94.43,39.33,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
03-Jan-21,2021,1,3,siddarth nagar worli MUmbai IIT M,58.99,94.43,17.27,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
04-Jan-21,2021,1,4,siddarth nagar worli MUmbai IIT M,58.99,94.43,34.28,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
05-Jan-21,2021,1,5,siddarth nagar worli MUmbai IIT M,58.99,94.43,13.09,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
06-Jan-21,2021,1,6,siddarth nagar worli MUmbai IIT M,58.99,94.43,12.05,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
07-Jan-21,2021,1,7,siddarth nagar worli MUmbai IIT M,58.99,94.43,34.7,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
08-Jan-21,2021,1,8,siddarth nagar worli MUmbai IIT M,58.99,94.43,32.56,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
09-Jan-21,2021,1,9,siddarth nagar worli MUmbai IIT M,58.99,94.43,9.55,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
10-Jan-21,2021,1,10,siddarth nagar worli MUmbai IIT M,58.99,94.43,22.12,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
11-Jan-21,2021,1,11,siddarth nagar worli MUmbai IIT M,58.99,94.43,12.01,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
12-Jan-21,2021,1,12,siddarth nagar worli MUmbai IIT M,74.28,119.27,12.17,22.01,0.53,138.74,6.3,11.71,5.37,113,Moderate
13-Jan-21,2021,1,13,siddarth nagar worli MUmbai IIT M,58.7,97.67,13.5,21.72,0.56,96.09,7.31,11.55,4.52,98,Satisfactory
14-Jan-21,2021,1,14,siddarth nagar worli MUmbai IIT M,65.32,107.33,34.42,7.37,0.51,54.63,6.73,13.94,4.73,105,Moderate
15-Jan-21,2021,1,15,siddarth nagar worli MUmbai IIT M,42.65,71.36,12.88,20.22,0.44,108.81,6.91,10.75,3.54,71,Satisfactory
16-Jan-21,2021,1,16,siddarth nagar worli MUmbai IIT M,49.89,83.46,17.27,22.3,0.39,109.44,6.56,11.86,2.67,83,Satisfactory
17-Jan-21,2021,1,17,siddarth nagar worli MUmbai IIT M,59.29,97.24,11.09,6.55,0.46,105.19,6.67,11.98,3.33,97,Satisfactory
18-Jan-21,2021,1,18,siddarth nagar worli MUmbai IIT M,33.33,57.08,13.33,17.98,0.41,96.72,6.39,9.57,2.83,57,Satisfactory
19-Jan-21,2021,1,19,siddarth nagar worli MUmbai IIT M,62.65,101.81,13.75,21.02,0.51,102.65,6.45,11.41,2.76,101,Moderate
20-Jan-21,2021,1,20,siddarth nagar worli MUmbai IIT M,66.07,108.57,19.76,23.67,0.51,94.17,6.74,12.59,2.2,106,Moderate
21-Jan-21,2021,1,21,siddarth nagar worli MUmbai IIT M,73.63,120.23,17.27,18.66,0.53,132.12,6.34,10.23,2.11,113,Moderate
22-Jan-21,2021,1,22,siddarth nagar worli MUmbai IIT M,86.87,141.44,17.08,26.37,0.57,113.23,7.81,14.03,3.19,128,Moderate
23-Jan-21,2021,1,23,siddarth nagar worli MUmbai IIT M,82.5,132.12,16.85,19.76,0.61,113.82,6.3,10.51,2.59,121,Moderate
24-Jan-21,2021,1,24,siddarth nagar worli MUmbai IIT M,69.45,112.05,28.38,17.47,0.4,48.06,6.34,9.29,1.88,108,Moderate
25-Jan-21,2021,1,25,siddarth nagar worli MUmbai IIT M,117.49,190.9,8.75,24.03,0.52,46.47,7.62,12.78,1.4,161,Moderate
26-Jan-21,2021,1,26,siddarth nagar worli MUmbai IIT M,91.88,148.14,17.27,21.66,0.53,101.22,6.67,11.59,2.24,132,Moderate
27-Jan-21,2021,1,27,siddarth nagar worli MUmbai IIT M,89.49,145.24,17.27,25.3,0.6,21.57,7.64,13.46,2.86,130,Moderate
28-Jan-21,2021,1,28,siddarth nagar worli MUmbai IIT M,84.57,134.79,20.89,21.56,0.65,14.49,6.61,11.55,2.44,123,Moderate
29-Jan-21,2021,1,29,siddarth nagar worli MUmbai IIT M,72.84,117.92,21.41,25.37,0.58,4.34,7.47,13.49,2.56,112,Moderate
30-Jan-21,2021,1,30,siddarth nagar worli MUmbai IIT M,84.95,137.19,21.41,10.35,0.66,1.83,8.59,17.2,3.35,125,Moderate
31-Jan-21,2021,1,31,siddarth nagar worli MUmbai IIT M,71.31,116.87,21.25,27.53,0.64,5,7.42,14.64,3.17,111,Moderate
01-Feb-21,2021,2,1,siddarth nagar worli MUmbai IIT M,70.5,117.23,7.98,23.89,0.66,2.74,6.66,12.93,3.84,111,Moderate
02-Feb-21,2021,2,2,siddarth nagar worli MUmbai IIT M,72.76,121.6,21.05,25.28,0.66,5.22,5.8,13.76,4.35,114,Moderate
03-Feb-21,2021,2,3,siddarth nagar worli MUmbai IIT M,78.48,126.39,20.61,35.28,0.59,3.2,10.37,18.77,4.63,118,Moderate
04-Feb-21,2021,2,4,siddarth nagar worli MUmbai IIT M,78.35,128.06,20.97,29.23,0.69,3.21,7.31,15.61,4.86,119,Moderate
05-Feb-21,2021,2,5,siddarth nagar worli MUmbai IIT M,53.91,87.88,21.07,18.02,0.44,1.73,6.32,9.81,3.85,88,Satisfactory
06-Feb-21,2021,2,6,siddarth nagar worli MUmbai IIT M,64.9,108.6,21.29,10.54,0.59,1.89,5.71,15.12,4.05,106,Moderate
07-Feb-21,2021,2,7,siddarth nagar worli MUmbai IIT M,62.64,108.06,8.05,8.49,0.58,2.13,5.32,12.98,3.97,105,Moderate
08-Feb-21,2021,2,8,siddarth nagar worli MUmbai IIT M,19.31,99.18,8.43,35.42,0.63,5.88,5.38,13.79,4.77,99,Satisfactory
09-Feb-21,2021,2,9,siddarth nagar worli MUmbai IIT M,6.03,9.88,21.34,8.05,0.51,2.06,5.28,13.53,6,10,Good
10-Feb-21,2021,2,10,siddarth nagar worli MUmbai IIT M,34.83,56.31,22.31,38.76,0.41,4.38,12.91,20.62,8.18,56,Satisfactory
11-Feb-21,2021,2,11,siddarth nagar worli MUmbai IIT M,103.79,167.98,28.62,39.29,0.28,2.91,10.15,20.96,8.13,145,Moderate
12-Feb-21,2021,2,12,siddarth nagar worli MUmbai IIT M,59.94,97.71,10.54,23.73,0.13,80.91,6.25,12.62,5.46,98,Satisfactory
13-Feb-21,2021,2,13,siddarth nagar worli MUmbai IIT M,41.74,69.76,34.04,19.75,0.21,103.35,7.3,10.51,6.03,70,Satisfactory
14-Feb-21,2021,2,14,siddarth nagar worli MUmbai IIT M,29.48,48.74,18.34,14.07,0.05,115.11,6.3,7.53,5.54,49,Good
15-Feb-21,2021,2,15,siddarth nagar worli MUmbai IIT M,24.9,41.1,9.07,2.3,0.01,48.6,5.43,7.6,5.43,41,Good
16-Feb-21,2021,2,16,siddarth nagar worli MUmbai IIT M,23.4,36.99,17.27,14.31,0.03,82.92,6.82,7.61,5.32,37,Good
17-Feb-21,2021,2,17,siddarth nagar worli MUmbai IIT M,21.65,36.57,15.02,14.8,0.04,57.28,6.79,3.89,5.88,37,Good
18-Feb-21,2021,2,18,siddarth nagar worli MUmbai IIT M,58.99,94.43,9.45,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
19-Feb-21,2021,2,19,siddarth nagar worli MUmbai IIT M,58.99,94.43,8.51,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
20-Feb-21,2021,2,20,siddarth nagar worli MUmbai IIT M,58.99,94.43,10.27,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
21-Feb-21,2021,2,21,siddarth nagar worli MUmbai IIT M,58.99,94.43,27.94,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
22-Feb-21,2021,2,22,siddarth nagar worli MUmbai IIT M,58.99,94.43,9.15,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
23-Feb-21,2021,2,23,siddarth nagar worli MUmbai IIT M,58.99,94.43,6.3,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
24-Feb-21,2021,2,24,siddarth nagar worli MUmbai IIT M,58.99,94.43,11.11,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
25-Feb-21,2021,2,25,siddarth nagar worli MUmbai IIT M,58.99,94.43,34.65,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
26-Feb-21,2021,2,26,siddarth nagar worli MUmbai IIT M,58.99,94.43,8.89,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
27-Feb-21,2021,2,27,siddarth nagar worli MUmbai IIT M,58.99,94.43,23.8,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
28-Feb-21,2021,2,28,siddarth nagar worli MUmbai IIT M,58.99,94.43,9.93,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
01-Mar-21,2021,3,1,siddarth nagar worli MUmbai IIT M,58.99,94.43,17.27,18.02,0.46,62.41,6.98,10.91,3.62,94,Satisfactory
02-Mar-21,2021,3,2,siddarth nagar worli MUmbai IIT M,59.87,90.21,30.34,6.9,0.44,56.85,6.38,12.39,5.71,90,Satisfactory
03-Mar-21,2021,3,3,siddarth nagar worli MUmbai IIT M,67.1,101.62,32.54,23.95,0.43,100.16,7.38,12.95,3.01,101,Moderate
04-Mar-21,2021,3,4,siddarth nagar worli MUmbai IIT M,79.72,120.38,11.88,27.75,0.66,67.72,7.79,15.39,3.26,114,Moderate
05-Mar-21,2021,3,5,siddarth nagar worli MUmbai IIT M,80.58,120.62,13.5,29.88,0.73,95.47,7.56,16.17,2.9,114,Moderate
06-Mar-21,2021,3,6,siddarth nagar worli MUmbai IIT M,51.56,77.45,14.7,16.16,0.3,102.73,6.25,8.59,1.32,77,Satisfactory
07-Mar-21,2021,3,7,siddarth nagar worli MUmbai IIT M,47.35,71.01,34.07,25.51,0.52,46.68,9.92,13.57,1.68,71,Satisfactory
08-Mar-21,2021,3,8,siddarth nagar worli MUmbai IIT M,37.5,56.64,15.57,16.78,0.32,50.42,6.54,8.93,1.08,57,Satisfactory
09-Mar-21,2021,3,9,siddarth nagar worli MUmbai IIT M,55.99,85.68,34.74,19.47,0.39,85.16,6.62,10.35,1.51,86,Satisfactory
10-Mar-21,2021,3,10,siddarth nagar worli MUmbai IIT M,42.11,64.24,44.74,17.5,0.31,88.32,6.7,9.44,4.72,64,Satisfactory
11-Mar-21,2021,3,11,siddarth nagar worli MUmbai IIT M,31.19,47.1,7.48,12.06,0.26,67.11,6.18,6.61,1.45,47,Good
12-Mar-21,2021,3,12,siddarth nagar worli MUmbai IIT M,32.74,49.41,9.8,13.61,0.35,33.84,6.23,7.24,1.71,49,Good
13-Mar-21,2021,3,13,siddarth nagar worli MUmbai IIT M,65.48,99.43,9.34,2.86,0.47,72.02,6.19,7.43,1.94,99,Satisfactory
14-Mar-21,2021,3,14,siddarth nagar worli MUmbai IIT M,60.92,93.06,11.57,2.14,0.4,62.77,6.15,6.73,1.39,93,Satisfactory
15-Mar-21,2021,3,15,siddarth nagar worli MUmbai IIT M,61.86,94.94,13.92,13.45,0.56,54.76,6.28,7.15,1.52,95,Satisfactory
16-Mar-21,2021,3,16,siddarth nagar worli MUmbai IIT M,52.38,80.33,12.87,11.84,0.42,86.66,6.17,6.35,0.65,80,Satisfactory
17-Mar-21,2021,3,17,siddarth nagar worli MUmbai IIT M,58.47,89.86,30.09,10.91,0.55,92.23,6.24,5.8,0.42,90,Satisfactory
18-Mar-21,2021,3,18,siddarth nagar worli MUmbai IIT M,47.26,72.04,17.27,8.32,0.43,46.75,6.09,4.43,3.62,72,Satisfactory
19-Mar-21,2021,3,19,siddarth nagar worli MUmbai IIT M,64.8,97.43,14.75,11.58,0.48,73.71,6.88,6.69,4.86,97,Satisfactory
20-Mar-21,2021,3,20,siddarth nagar worli MUmbai IIT M,82.3,123.58,5.77,17.53,0.34,32.26,8.21,9.4,5.08,116,Moderate
21-Mar-21,2021,3,21,siddarth nagar worli MUmbai IIT M,64.32,95.29,5.05,32.39,0.43,74.04,16.04,14.82,12.74,95,Satisfactory
22-Mar-21,2021,3,22,siddarth nagar worli MUmbai IIT M,51.4,76.19,8.98,15.34,0.41,41.68,6.95,8.16,3.23,76,Satisfactory
23-Mar-21,2021,3,23,siddarth nagar worli MUmbai IIT M,68.17,101.29,7.68,15.57,0.52,92.05,6.97,8.48,3.84,101,Moderate
24-Mar-21,2021,3,24,siddarth nagar worli MUmbai IIT M,71.37,107.66,6.78,15.71,0.68,104.06,6.67,8.36,3.86,105,Moderate
25-Mar-21,2021,3,25,siddarth nagar worli MUmbai IIT M,71.03,108.52,7.11,15.46,0.61,91.22,6.17,8.22,3.35,106,Moderate
26-Mar-21,2021,3,26,siddarth nagar worli MUmbai IIT M,67,103.41,4.37,15.03,0.54,102.36,6.18,7.99,3.28,102,Moderate
27-Mar-21,2021,3,27,siddarth nagar worli MUmbai IIT M,73.19,112.99,4.97,15.44,0.62,94.23,6.18,8.22,3.31,109,Moderate
28-Mar-21,2021,3,28,siddarth nagar worli MUmbai IIT M,43.4,65.81,10.39,13.81,0.51,102.65,6.09,7.54,3.1,66,Satisfactory
29-Mar-21,2021,3,29,siddarth nagar worli MUmbai IIT M,36.11,53.93,6.78,2.66,0.45,47.81,5.06,7.34,2.83,54,Satisfactory
30-Mar-21,2021,3,30,siddarth nagar worli MUmbai IIT M,18.71,27.56,16.18,13.33,0.43,57.81,6.18,7.28,2.62,28,Good
31-Mar-21,2021,3,31,siddarth nagar worli MUmbai IIT M,24.54,36.33,8.71,2.18,0.46,25.98,6.18,7.21,2.57,36,Good
01-Apr-21,2021,4,1,siddarth nagar worli MUmbai IIT M,66.24,98.78,12.25,11.69,0.49,21.73,6.09,6.54,1.67,99,Satisfactory
02-Apr-21,2021,4,2,siddarth nagar worli MUmbai IIT M,68.98,103.26,8.28,39.64,0.46,52.41,5.3,21.47,9.98,102,Moderate
03-Apr-21,2021,4,3,siddarth nagar worli MUmbai IIT M,51.48,76.39,9.83,22.58,0.44,56.06,6.46,12.1,6.65,76,Satisfactory
04-Apr-21,2021,4,4,siddarth nagar worli MUmbai IIT M,37.45,55.69,10.56,17.82,0.45,56.64,6.29,9.63,5.48,56,Satisfactory
05-Apr-21,2021,4,5,siddarth nagar worli MUmbai IIT M,28.44,42.65,9.09,16.86,0.42,29.3,6.28,9.2,4.99,43,Good
06-Apr-21,2021,4,6,siddarth nagar worli MUmbai IIT M,34.99,52.7,9.53,17.54,0.28,35.39,6.42,9.3,3.98,53,Satisfactory
07-Apr-21,2021,4,7,siddarth nagar worli MUmbai IIT M,34.17,50.84,4.18,3.52,0.02,30.41,6.35,8.72,2.84,51,Satisfactory
08-Apr-21,2021,4,8,siddarth nagar worli MUmbai IIT M,31.18,46.21,3.98,15.71,0.02,64.78,6.31,8.36,2.76,46,Good
09-Apr-21,2021,4,9,siddarth nagar worli MUmbai IIT M,40.36,62.82,5.96,15.56,0.06,74.81,6.27,8.39,2.81,63,Satisfactory
10-Apr-21,2021,4,10,siddarth nagar worli MUmbai IIT M,51.52,80.69,6.05,16.23,0.09,79.16,6.33,8.63,2.57,81,Satisfactory
11-Apr-21,2021,4,11,siddarth nagar worli MUmbai IIT M,40.5,62.23,2.97,15.97,0.17,84.74,6.29,8.71,2.64,62,Satisfactory
12-Apr-21,2021,4,12,siddarth nagar worli MUmbai IIT M,31.82,48.54,6.21,16.75,0.21,76.49,6.39,8.98,2.67,49,Good
13-Apr-21,2021,4,13,siddarth nagar worli MUmbai IIT M,30.12,45.68,13.75,16.95,0.17,35.83,5.23,9.01,2.45,46,Good
14-Apr-21,2021,4,14,siddarth nagar worli MUmbai IIT M,26.26,39.03,10.35,4.45,0.22,55.46,6.32,9.2,2.95,39,Good
15-Apr-21,2021,4,15,siddarth nagar worli MUmbai IIT M,28.18,41.71,6.03,17.78,0.23,96.61,6.37,9.46,3.62,42,Good
16-Apr-21,2021,4,16,siddarth nagar worli MUmbai IIT M,20.47,30.32,8.88,16.59,0.14,69.73,6.34,8.82,3.78,30,Good
17-Apr-21,2021,4,17,siddarth nagar worli MUmbai IIT M,19.03,28.54,8.88,16.18,0.13,56.12,6.3,8.68,3.41,29,Good
18-Apr-21,2021,4,18,siddarth nagar worli MUmbai IIT M,24.73,36.86,9.15,15.61,0.19,76.75,6.25,8.31,2.99,37,Good
19-Apr-21,2021,4,19,siddarth nagar worli MUmbai IIT M,26.28,39.4,4.01,14.92,0.14,69.04,6.25,7.94,2.17,39,Good
20-Apr-21,2021,4,20,siddarth nagar worli MUmbai IIT M,17.79,26.69,15.77,14.92,0.15,51.18,6.3,7.94,2.12,27,Good
21-Apr-21,2021,4,21,siddarth nagar worli MUmbai IIT M,19.64,29.54,8.62,15.27,0.17,49.57,6.44,8.13,2.33,30,Good
22-Apr-21,2021,4,22,siddarth nagar worli MUmbai IIT M,24.46,37.14,9.6,15.23,0.18,58.43,6.39,8.1,2.59,37,Good
23-Apr-21,2021,4,23,siddarth nagar worli MUmbai IIT M,36,53.67,8,15.2,0.19,61.49,6.32,8.3,2.66,54,Satisfactory
24-Apr-21,2021,4,24,siddarth nagar worli MUmbai IIT M,22.6,33.34,7.98,3.22,0.19,55.83,5.15,8.37,2.63,33,Good
25-Apr-21,2021,4,25,siddarth nagar worli MUmbai IIT M,25.14,37.92,8.47,14.52,0.19,66.31,6.29,7.72,2.51,38,Good
26-Apr-21,2021,4,26,siddarth nagar worli MUmbai IIT M,66.99,105.74,20.86,15.15,0.25,92.35,6.32,8.06,2.27,104,Moderate
27-Apr-21,2021,4,27,siddarth nagar worli MUmbai IIT M,75.05,119.06,8.88,14.71,0.21,87.28,6.23,7.83,2.11,113,Moderate
28-Apr-21,2021,4,28,siddarth nagar worli MUmbai IIT M,38.43,59.5,21.46,14.8,0.19,61.31,6.34,7.86,2.19,60,Satisfactory
29-Apr-21,2021,4,29,siddarth nagar worli MUmbai IIT M,17.9,27.19,21.41,13.7,0.21,49.28,6.33,7.35,2.21,27,Good
30-Apr-21,2021,4,30,siddarth nagar worli MUmbai IIT M,12.32,18.18,20.97,12.96,0.27,28.39,6.38,6.82,1.38,18,Good
01-May-21,2021,5,1,siddarth nagar worli MUmbai IIT M,12.37,19.71,9.4,11.9,0.33,60.21,6.22,6.5,1.53,20,Good
02-May-21,2021,5,2,siddarth nagar worli MUmbai IIT M,34.27,56.11,21.35,1.25,0.3,40.29,5.06,6.24,1.44,56,Satisfactory
03-May-21,2021,5,3,siddarth nagar worli MUmbai IIT M,35.58,58.07,21.37,13.25,0.46,88.45,6.24,7.25,1.93,58,Satisfactory
04-May-21,2021,5,4,siddarth nagar worli MUmbai IIT M,34.37,56.35,20.64,2.1,0.35,42.68,5.07,6.74,2.14,56,Satisfactory
05-May-21,2021,5,5,siddarth nagar worli MUmbai IIT M,34.48,56.4,19.06,9.36,0.33,63.44,6.14,4.93,1.77,56,Satisfactory
06-May-21,2021,5,6,siddarth nagar worli MUmbai IIT M,36.22,59.64,22.39,11.39,0.3,35.36,6.16,6.06,1.02,60,Satisfactory
07-May-21,2021,5,7,siddarth nagar worli MUmbai IIT M,46.75,77.03,8.88,1.99,0.28,37.59,6.05,6.94,1.01,77,Satisfactory
08-May-21,2021,5,8,siddarth nagar worli MUmbai IIT M,45.16,72.47,8.88,2.58,0.88,46.01,6.14,7.02,1.05,72,Satisfactory
09-May-21,2021,5,9,siddarth nagar worli MUmbai IIT M,42.52,68.85,8.88,13.2,1.11,59.09,6.2,7.02,1.05,69,Satisfactory
10-May-21,2021,5,10,siddarth nagar worli MUmbai IIT M,41.12,66.82,8.88,12.88,1.01,19.76,6.12,6.98,1.03,67,Satisfactory
11-May-21,2021,5,11,siddarth nagar worli MUmbai IIT M,40.74,66.02,8.88,13.15,1.01,35.47,6.16,7,1.01,66,Satisfactory
12-May-21,2021,5,12,siddarth nagar worli MUmbai IIT M,39.53,64.15,7.95,2.1,1.12,16.73,6.18,7,1.01,64,Satisfactory
13-May-21,2021,5,13,siddarth nagar worli MUmbai IIT M,26.32,42.13,21.22,13.15,0.59,44.69,6.15,6.85,1.02,42,Good
14-May-21,2021,5,14,siddarth nagar worli MUmbai IIT M,17.32,26.36,8.01,13.13,0.1,51.95,6.13,6.98,1,26,Good
15-May-21,2021,5,15,siddarth nagar worli MUmbai IIT M,41.95,66.23,8,13.12,0.23,36.07,6.15,6.97,1.03,66,Satisfactory
16-May-21,2021,5,16,siddarth nagar worli MUmbai IIT M,32.37,54.49,8.03,13.14,0.2,25.63,6.14,6.99,1.02,54,Satisfactory
17-May-21,2021,5,17,siddarth nagar worli MUmbai IIT M,11.92,17.82,8.88,13.23,0.1,43.94,6.19,6.89,1.04,18,Good
18-May-21,2021,5,18,siddarth nagar worli MUmbai IIT M,20.51,29.97,8.88,13.11,0.13,21.76,6.18,7.04,1,30,Good
19-May-21,2021,5,19,siddarth nagar worli MUmbai IIT M,16.1,23.41,8.88,13.18,0.22,58.63,6.17,7.01,1.04,23,Good
20-May-21,2021,5,20,siddarth nagar worli MUmbai IIT M,39.89,66.16,8.88,12.95,0.25,44.36,6.16,7.02,1.05,66,Satisfactory
21-May-21,2021,5,21,siddarth nagar worli MUmbai IIT M,41.06,65.45,21.42,13.04,0.26,41.93,6.13,7,1.01,65,Satisfactory
22-May-21,2021,5,22,siddarth nagar worli MUmbai IIT M,30.85,48.31,7.97,13.19,0.23,51.83,6.16,7.02,1.04,48,Good
23-May-21,2021,5,23,siddarth nagar worli MUmbai IIT M,24.38,37.28,21.3,13.13,0.23,53.3,6.13,6.98,1.01,37,Good
24-May-21,2021,5,24,siddarth nagar worli MUmbai IIT M,20.69,31.06,21.52,13.08,0.14,23,5.06,6.95,1.01,31,Good
25-May-21,2021,5,25,siddarth nagar worli MUmbai IIT M,26.11,39.32,4.36,13.14,0.08,44.31,6.13,6.99,1.02,39,Good
26-May-21,2021,5,26,siddarth nagar worli MUmbai IIT M,21.23,32.51,6.1,13.08,0.07,49.72,6.12,6.96,1.01,33,Good
27-May-21,2021,5,27,siddarth nagar worli MUmbai IIT M,21.06,31.63,6.92,13.12,0.08,23.04,5.08,7.04,1.02,32,Good
28-May-21,2021,5,28,siddarth nagar worli MUmbai IIT M,19.86,29.54,3.98,13.05,0.07,39.72,6.13,7,1.02,30,Good
29-May-21,2021,5,29,siddarth nagar worli MUmbai IIT M,18.71,27.72,8.54,13.2,0.02,46.53,6.18,7.02,1.04,28,Good
30-May-21,2021,5,30,siddarth nagar worli MUmbai IIT M,18.15,26.66,5.74,13.16,0.04,21.69,6.16,7,1.03,27,Good
